PROPERTY.STREET.ADDRESS.OR.STOREFRONT.ADDRESS,LATITUDE,LONGITUDE,PRIMARY.BUSINESS.ACTIVITY,COMMUNITY.BOARD,IMPACTED
97-13 37 AVENUE,40.7521277,-73.8695355,RETAIL,403.0,False
97-13 37 AVENUE,40.7521277,-73.8695355,RETAIL,403.0,False
97-13 37 AVENUE,40.7521277,-73.8695355,RETAIL,403.0,False
102-20 35TH AVENUE,40.7545876,-73.8652752,RETAIL,403.0,False
109-01 37TH AVENUE,40.7541676,-73.8583569,RETAIL,403.0,False
38-09 JUNCTION BOULEVARD,40.749421,-73.8692304,RETAIL,403.0,False
3707 Junction Blvd.,40.7514616,-73.870302,RETAIL,403.0,False
3709 Junction Blvd.,40.7514616,-73.870302,RETAIL,403.0,False
3711A Junction Blvd.,40.7514616,-73.870302,RETAIL,403.0,False
3711B Junction Blvd.,40.7514616,-73.870302,RETAIL,403.0,False
9602 37th Avenue,40.7514616,-73.870302,RETAIL,403.0,False
9606 37th Avenue,40.7514616,-73.870302,RETAIL,403.0,False
9608 37th Avenue,40.7514616,-73.870302,RETAIL,403.0,False
37-53 JUNCTION BOULEVARD,40.7501105,-73.8696477,RETAIL,403.0,False
37-53 JUNCTION BOULEVARD,40.7501105,-73.8696477,RETAIL,403.0,False
3737 Junction Blvd,40.7505801,-73.8699247,RETAIL,403.0,False
37-39 JUNCTION BOULEVARD,40.7505801,-73.8699247,RETAIL,403.0,False
3741 Junction Blvd,40.7505801,-73.8699247,RETAIL,403.0,False
37-25 Junction Boulevard,40.7508301,-73.8700722,RETAIL,403.0,False
37-23 JUNCTION BOULEVARD,40.7510168,-73.8701837,RETAIL,403.0,False
37-23 JUNCTION BOULEVARD,40.7510168,-73.8701837,RETAIL,403.0,False
97-12 37 AVE,40.7517075,-73.8693414,RETAIL,403.0,False
2nd floor Roosevelt Ave,40.7494421,-73.8684039,RETAIL,403.0,False
102-02 37 AVENUE,40.7528253,-73.8651308,RETAIL,403.0,False
102-14 37 AVENUE,40.7529428,-73.8646686,RETAIL,403.0,False
37-38 103 STREET,40.752149,-73.864183,RETAIL,403.0,False
37-56 103RD STREET,40.75178,-73.8639,RETAIL,403.0,False
103-19 39 avenue,40.7509723,-73.8625792,RETAIL,403.0,False
103-17 39 avenue,40.7509723,-73.8625792,RETAIL,403.0,False
37-85 103 STREET,40.7511623,-73.8630661,RETAIL,403.0,False
37-77 103 STREET,40.7512886,-73.8631308,RETAIL,403.0,False
37-57 103RD STREET,40.7516621,-73.8633213,RETAIL,403.0,False
37-63 103RD STREET,40.7516621,-73.8633213,RETAIL,403.0,False
37-65 103RD STREET,40.7516621,-73.8633213,RETAIL,403.0,False
37-65A 103RD STREET,40.7516621,-73.8633213,RETAIL,403.0,False
39-02 103 STREET,40.7504983,-73.863302,RETAIL,403.0,False
39-06 103 STREET,40.7503693,-73.8632373,RETAIL,403.0,False
101-07 ROOSEVELT AVENUE,40.7498601,-73.8643536,RETAIL,403.0,False
101-07 ROOSEVELT AVENUE,40.7498601,-73.8643536,RETAIL,403.0,False
103-18 39 AVENUE,40.7507196,-73.8624462,RETAIL,403.0,False
39-24 104 STREET,40.7501676,-73.8621297,RETAIL,403.0,False
103-15 ROOSEVELT AVENUE,40.7500497,-73.8622707,RETAIL,403.0,False
103-01 ROOSEVELT AVENUE,40.7499979,-73.8625451,RETAIL,403.0,False
39-07 103 STREET,40.7504867,-73.8627174,RETAIL,403.0,False
37-29 104 Street,40.7527183,-73.8628644,RETAIL,403.0,False
104-76 38 AVENUE,40.7521163,-73.859823,RETAIL,403.0,False
38-20 108 ST,40.751677,-73.859597,RETAIL,403.0,False
38-16 108TH STREET,40.75174,-73.8596,RETAIL,403.0,False
39-24 108 STREET,40.7507486,-73.8591221,RETAIL,403.0,False
39-24 108 STREET,40.7507486,-73.8591221,RETAIL,403.0,False
39-24 108 STREET,40.7507486,-73.8591221,RETAIL,403.0,False
39-24 108 STREET,40.7507486,-73.8591221,RETAIL,403.0,False
104-01 ROOSEVELT AVENUE,40.7502246,-73.8616279,RETAIL,403.0,False
104-08 39th Avenue,40.750631,-73.8617859,RETAIL,403.0,False
39-01(B) 104th Street,40.750631,-73.8617859,RETAIL,403.0,False
39-06 108 STREET,40.751268,-73.859392,RETAIL,403.0,False
37-41 108 STREET,40.7529614,-73.8595794,RETAIL,403.0,False
108-79 Roosevelt Ave,40.7517578,-73.8562325,RETAIL,403.0,False
108-06 39 AVENUE,40.751492,-73.8588209,RETAIL,403.0,False
111-17A Roosevelt Ave,40.7520585,-73.8552393,RETAIL,403.0,False
126-56 NORTHERN BL SR SOUTH,40.7612632,-73.8438088,RETAIL,407.0,False
126-56 NORTHERN BL SR SOUTH,40.7612632,-73.8438088,RETAIL,407.0,False
34-02 127 STREET,40.7601563,-73.8432591,RETAIL,407.0,False
34-02 127 STREET,40.7601563,-73.8432591,RETAIL,407.0,False
34-02 127 STREET,40.7601563,-73.8432591,RETAIL,407.0,False
34-02 127 STREET,40.7601563,-73.8432591,RETAIL,407.0,False
34-02 127 STREET,40.7601563,-73.8432591,RETAIL,407.0,False
34-02 127 STREET,40.7601563,-73.8432591,RETAIL,407.0,False
34-02 127 STREET,40.7601563,-73.8432591,RETAIL,407.0,False
34-02 127 STREET,40.7601563,-73.8432591,RETAIL,407.0,False
86-03 Justice Ave,40.7379892,-73.8767369,RETAIL,404.0,False
86-37 Broadway,40.7374953,-73.8768569,RETAIL,404.0,False
88-01 Queens Boulevard,40.735744,-73.874269,RETAIL,404.0,False
88-01 Queens Boulevard,40.735744,-73.874269,RETAIL,404.0,False
88-01 Queens Boulevard,40.735744,-73.874269,RETAIL,404.0,False
88-01 Queens Boulevard,40.735744,-73.874269,RETAIL,404.0,False
88-01 Queens Boulevard,40.735744,-73.874269,RETAIL,404.0,False
89-25 QUEENS BOULEVARD,40.7348209,-73.8734087,RETAIL,404.0,False
89-25 QUEENS BOULEVARD,40.7348209,-73.8734087,RETAIL,404.0,False
91-02 CORONA AVENUE,40.7422866,-73.8734378,RETAIL,404.0,False
91-04,40.7422866,-73.8734378,RETAIL,404.0,False
90-02 CORONA AVENUE,40.7414619,-73.8747854,RETAIL,404.0,False
91-18 CORONA AVENUE,40.7422339,-73.8729038,RETAIL,404.0,False
92-59 59 AVENUE,40.734971,-73.8677541,RETAIL,404.0,False
59-10 92nd street,40.7337047,-73.8693479,RETAIL,404.0,False
91-41 Queens Blvd,40.7337047,-73.8693479,RETAIL,404.0,False
91-21 59th Avenue,40.7337047,-73.8693479,RETAIL,404.0,False
91-22 59th Avenue,40.7337047,-73.8693479,RETAIL,404.0,False
91-20 59th Avenue,40.7337047,-73.8693479,RETAIL,404.0,False
91-14B 59th Avenue,40.7337047,-73.8693479,RETAIL,404.0,False
91-22 59th Avenue,40.7337047,-73.8693479,RETAIL,404.0,False
91-16 59th Avenue,40.7337047,-73.8693479,RETAIL,404.0,False
91-19 QUEENS BOULEVARD,40.7337573,-73.8697447,RETAIL,404.0,False
49-06 Junction Blvd,40.7418768,-73.8677621,RETAIL,404.0,False
5324 98 STREET,40.7399999,-73.8635473,RETAIL,411.0,False
95-15 57 AVENUE,40.7369718,-73.8652675,RETAIL,404.0,False
96-03 57th Avenue,40.7371689,-73.8648341,RETAIL,404.0,False
96-05 57th Avenue,40.7371689,-73.8648341,RETAIL,404.0,False
96-19 57 AVENUE,40.7373302,-73.8643322,RETAIL,404.0,False
96-15 57 AVENUE,40.7372975,-73.8645019,RETAIL,404.0,False
59-17 JUNCTION BOULEVARD,40.7347804,-73.8643879,RETAIL,404.0,True
59-17 JUNCTION BOULEVARD,40.7347804,-73.8643879,RETAIL,404.0,True
59-17 JUNCTION BOULEVARD,40.7347804,-73.8643879,RETAIL,404.0,True
96-02 57 AVENUE,40.736461,-73.8650773,RETAIL,404.0,False
96-02 57 AVENUE,40.736461,-73.8650773,RETAIL,404.0,False
57-08 99 STREET,40.7376353,-73.8600555,RETAIL,404.0,False
58-18 99 STREET,40.7376353,-73.8600555,RETAIL,404.0,False
59-02 99 STREET,40.7369157,-73.8596817,RETAIL,404.0,False
59-12 99 STREET,40.7369157,-73.8596817,RETAIL,404.0,False
59-16 99 STREET,40.7369157,-73.8596817,RETAIL,404.0,False
59-04 and 59-06 99 Street,40.7369157,-73.8596817,RETAIL,404.0,False
102-20 CORONA AVENUE,40.7439933,-73.861031,RETAIL,404.0,False
102-24 CORONA AVENUE,40.7439794,-73.8608542,RETAIL,404.0,False
103-02 Corona Ave,40.7438874,-73.8597284,RETAIL,404.0,False
103-02 Corona Ave,40.7438874,-73.8597284,RETAIL,404.0,False
104-34 CORONA AVENUE,40.7437063,-73.8575094,RETAIL,404.0,False
107-20 CORONA AVENUE,40.7433445,-73.8557057,RETAIL,404.0,False
107-24 CORONA AVENUE,40.7432263,-73.8555797,RETAIL,404.0,False
53-08 108 STREET,40.7422811,-73.8547445,RETAIL,404.0,False
108-36 CORONA AVENUE,40.742415,-73.8542859,RETAIL,404.0,False
99-25 HORACE HARDING EXPRE,40.7365675,-73.857752,RETAIL,404.0,False
1 59-21 CALLOWAY STREET,40.7377105,-73.8564938,RETAIL,404.0,False
55-13 Van Cleef Street,40.7411044,-73.8532675,RETAIL,404.0,False
40-22 NATIONAL STREET,40.7493674,-73.8632394,RETAIL,404.0,False
40-30 NATIONAL STREET,40.7489695,-73.8633052,RETAIL,404.0,False
40-34 NATIONAL STREET,40.7489695,-73.8633052,RETAIL,404.0,False
103-20 Roosevelt Ave,40.7494044,-73.8620591,RETAIL,404.0,False
103-14 Roosevelt Ave,40.7494044,-73.8620591,RETAIL,404.0,False
40-04 104 STREET,40.7494342,-73.8616837,RETAIL,404.0,False
40-11 National Street,40.7490594,-73.8627311,RETAIL,404.0,False
40-15 National Street,40.7490594,-73.8627311,RETAIL,404.0,False
40-17 National Street,40.7490594,-73.8627311,RETAIL,404.0,False
40-19 National Street,40.7490594,-73.8627311,RETAIL,404.0,False
40-07A National Street,40.7492158,-73.862655,RETAIL,404.0,False
41-09 National Street,40.7483955,-73.8629815,RETAIL,404.0,False
41-15 103 STREET,40.7483049,-73.8629673,RETAIL,404.0,False
41-15A 41-15 103 STREET,40.7483049,-73.8629673,RETAIL,404.0,False
41-23 National Street,40.7480853,-73.8629497,RETAIL,404.0,False
42-01 102 STREET,40.7474483,-73.8627958,RETAIL,404.0,False
102-18 43rd Avenue,40.7471374,-73.862136,RETAIL,404.0,False
102-48 43 AVENUE,40.7474545,-73.8610707,RETAIL,404.0,False
102-48 43 AVENUE,40.7474545,-73.8610707,RETAIL,404.0,False
102-60 43rd Avenue,40.7475693,-73.8606843,RETAIL,404.0,False
46-12 104 STREET,40.7459436,-73.8599839,RETAIL,404.0,False
40-20 108 STREET,40.75004,-73.8587554,RETAIL,404.0,False
40-07 104 STREET,40.7495929,-73.8612431,RETAIL,404.0,False
104-02 ROOSEVELT AVENUE,40.7497467,-73.8613799,RETAIL,404.0,False
104-10 ROOSEVELT AVENUE,40.7497959,-73.8612102,RETAIL,404.0,False
46-20 108TH STREET,40.7466453,-73.857005,RETAIL,404.0,False
108-18 Roosevelt Avenue,40.7506703,-73.8579998,RETAIL,404.0,False
41-17 108TH  STREET,40.7495805,-73.8578288,RETAIL,404.0,False
109-25 46 AVENUE,40.7481658,-73.8547497,RETAIL,404.0,False
46-11 108 STREET,40.7469162,-73.8563224,RETAIL,404.0,False
46-11 108 STREET,40.7469162,-73.8563224,RETAIL,404.0,False
46-11 108 STREET,40.7469162,-73.8563224,RETAIL,404.0,False
48-15 108 STREET,40.7455925,-73.8557767,RETAIL,404.0,False
49-19 108 STREET,40.7447796,-73.8554284,RETAIL,404.0,False
108-12 53 AVENUE,40.7426861,-73.8537765,RETAIL,404.0,False
111-06 ROOSEVELT AVE,40.7514193,-73.8554934,RETAIL,404.0,False
11-04 ROOSEVELT AVE,40.7514193,-73.8554934,RETAIL,404.0,False
111-02 ROOSEVELT AVE,40.7514193,-73.8554934,RETAIL,404.0,False
40-01 111 STREET,40.7514193,-73.8554934,RETAIL,404.0,False
111-18 Roosevelt Ave,40.7515641,-73.8550058,RETAIL,404.0,False
112-02 ROOSEVELT AVENUE,40.7517719,-73.854316,RETAIL,404.0,False
111-01 41 AVENUE,40.7511338,-73.8554471,RETAIL,404.0,False
111-12 ROOSEVELT AVE,40.7515204,-73.8551575,RETAIL,404.0,False
111-26 Roosevelt Ave,40.7516379,-73.8547602,RETAIL,404.0,False
111-28 Roosevelt Ave,40.7516571,-73.8546988,RETAIL,404.0,False
111-01 43 AVENUE,40.7498319,-73.8547425,RETAIL,404.0,False
92-29 QUEENS BLVD,40.73261,-73.8669,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
61-01 JUNCTION BOULEVARD,40.733127,-73.863031,RETAIL,406.0,False
96-05 Queens Blvd,40.7313687,-73.8621289,RETAIL,406.0,False
96-05 Queens Blvd,40.7313687,-73.8621289,RETAIL,406.0,False
96-05 QUEENS BOULEVARD,40.7313687,-73.8621289,RETAIL,406.0,False
96-33 Queens Boulevard,40.7301738,-73.8612835,RETAIL,406.0,False
96-27 QUEENS BOULEVARD,40.7302867,-73.8616152,RETAIL,406.0,False
97-14 63 ROAD,40.731026,-73.8601668,RETAIL,406.0,False
97-14 63 ROAD,40.731026,-73.8601668,RETAIL,406.0,False
97-01 Queens Blvd,40.7300003,-73.860822,RETAIL,406.0,False
96-14 63 DRIVE,40.7301483,-73.8606485,RETAIL,406.0,False
96-18B 63rd Drive,40.7302113,-73.8605835,RETAIL,406.0,False
97-25 Queens Blvd,40.7296783,-73.8600867,RETAIL,406.0,False
65-37/41 99th Street,40.7285765,-73.85476,RETAIL,406.0,True
65-39 99th Street,40.7285765,-73.85476,RETAIL,406.0,True
65-43 99th Street,40.7285765,-73.85476,RETAIL,406.0,True
65-45/47/49 99th Street,40.7285765,-73.85476,RETAIL,406.0,True
99-03 Queens Blvd,40.7274528,-73.8538712,RETAIL,406.0,False
100-11 Queens Boulevard,40.7271278,-73.8530097,RETAIL,406.0,False
100-18 67th Ave,40.7271278,-73.8530097,RETAIL,406.0,False
100-23 Queens Boulevard,40.7271278,-73.8530097,RETAIL,406.0,False
100-07 QUEENS BOULEVARD,40.7271278,-73.8530097,RETAIL,406.0,False
100-20 67th Ave,40.7271278,-73.8530097,RETAIL,406.0,False
100-13 Queens Boulevard,40.7271278,-73.8530097,RETAIL,406.0,False
100-17 Queens Boulevard,40.7271278,-73.8530097,RETAIL,406.0,False
101-19A Queens Blvd,40.7265138,-73.8514885,RETAIL,406.0,False
101-19B Queens Blvd,40.7265138,-73.8514885,RETAIL,406.0,False
102-15 Queens Blvd,40.7259308,-73.8506888,RETAIL,406.0,False
102-21 Queens Blvd,40.7259308,-73.8506888,RETAIL,406.0,False
102-05 Queens Blvd,40.7261508,-73.8509517,RETAIL,406.0,False
104-19 Queens Boulevard,40.7238578,-73.8480274,RETAIL,406.0,False
104-23 Queens Boulevard,40.7238578,-73.8480274,RETAIL,406.0,False
104-25-31 Queens Boulevard,40.7238578,-73.8480274,RETAIL,406.0,False
63-50 108 STREET,40.7338464,-73.8504221,RETAIL,406.0,False
63-52 108 STREET,40.7338464,-73.8504221,RETAIL,406.0,False
105-25 65th Avenue,40.7315545,-73.850402,RETAIL,406.0,False
64-46 108 Street,40.7317151,-73.8493661,RETAIL,406.0,False
63-29 108TH STREET,40.7340486,-73.8497469,RETAIL,406.0,False
63-31 108TH STREET,40.7340486,-73.8497469,RETAIL,406.0,False
63-37 108TH STREET,40.7340486,-73.8497469,RETAIL,406.0,False
6355 108th St,40.7333839,-73.8493984,RETAIL,406.0,False
6363 108th St,40.7333839,-73.8493984,RETAIL,406.0,False
6373 108th St,40.7333839,-73.8493984,RETAIL,406.0,False
6375 108th St,40.7333839,-73.8493984,RETAIL,406.0,False
6377 108th St,40.7333839,-73.8493984,RETAIL,406.0,False
63-65 108th,40.7333839,-73.8493984,RETAIL,406.0,False
6407 108th St,40.7327248,-73.849086,RETAIL,406.0,False
6411 108th St,40.7327248,-73.849086,RETAIL,406.0,False
6415 108th St,40.7327248,-73.849086,RETAIL,406.0,False
6425 108th St,40.7327248,-73.849086,RETAIL,406.0,False
108-27/29 QUEENS BLVD,40.7214106,-73.8427297,RETAIL,406.0,False
108-11 QUEENS BLVD,40.721581,-73.842975,RETAIL,406.0,False
111-09 QUEENS BLVD,40.719247,-73.837843,RETAIL,406.0,False
112-41 QUEENS BOULEVARD,40.7181345,-73.8356633,RETAIL,406.0,False
118-33 Queens Boulevard,40.7152561,-73.8306238,RETAIL,414.0,False
50-02 QUEENS BOULEVARD,40.7421793,-73.9148735,RETAIL,402.0,False
47-59 46th Street,40.7395337,-73.9192505,RETAIL,402.0,False
46-01 48th Avenue,40.7395337,-73.9192505,RETAIL,402.0,False
"44-12 48th Ave, Woodside, NY  11377",40.7392878,-73.9207845,RETAIL,402.0,False
48-18 LAUREL HILL BLVD,40.7350752,-73.917744,RETAIL,402.0,False
58-12 QUEENS BOULEVARD,40.741177,-73.907022,RETAIL,402.0,False
63-14 QUEENS BOULEVARD,40.740789,-73.902133,RETAIL,402.0,True
63-14 QUEENS BOULEVARD,40.740789,-73.902133,RETAIL,402.0,True
53-05 65TH PLACE,40.7311772,-73.8998344,RETAIL,405.0,False
52-69 65 place,40.7316273,-73.8998157,RETAIL,405.0,False
65-10 QUEENS BOULEVARD,40.7405754,-73.9000765,RETAIL,402.0,False
50-12 69th Street,40.736529,-73.8962179,RETAIL,402.0,False
48-09 69 STREET,40.7380243,-73.8955986,RETAIL,402.0,False
77-06 QUEENS BOULEVARD,40.737804,-73.8861663,RETAIL,404.0,False
77-06 QUEENS BOULEVARD,40.737804,-73.8861663,RETAIL,404.0,False
85-08 QUEENS BOULEVARD,40.7366241,-73.8784607,RETAIL,404.0,False
85-08 QUEENS BOULEVARD,40.7366241,-73.8784607,RETAIL,404.0,False
73-35 GRAND AVENUE,40.730149,-73.888784,RETAIL,405.0,False
74-17 Grand Avenue,40.7308116,-73.8873617,RETAIL,405.0,False
74-17 Grand Avenue,40.7308116,-73.8873617,RETAIL,405.0,False
52-55 74th Street,40.7321406,-73.8879368,RETAIL,405.0,False
55-07 69 STREET,40.7275802,-73.8952325,RETAIL,405.0,False
69-29 GRAND AVENUE,40.7266601,-73.8946386,RETAIL,405.0,False
69-65 GRAND AVENUE,40.7272987,-73.8935372,RETAIL,405.0,False
71-11 GRAND AVENUE,40.728214,-73.8920132,RETAIL,405.0,False
53-17 43rd St,40.7323348,-73.9241772,RETAIL,402.0,False
50-02 55th Avenue,40.7272761,-73.9160327,RETAIL,402.0,False
50-03 Metropolitan Avenue,40.7138652,-73.9160965,RETAIL,405.0,False
50-03 Metropolitan Avenue,40.7138652,-73.9160965,RETAIL,405.0,False
51-05 Flushing Avenue,40.7138652,-73.9160965,RETAIL,405.0,False
47-05 METROPOLITAN AVENUE,40.7143975,-73.9196778,RETAIL,405.0,False
57-10 GRAND AVENUE,40.719239,-73.9117715,RETAIL,405.0,False
54-14 GRAND AVENUE,40.7186833,-73.9137924,RETAIL,405.0,False
53-21 METROPOLITAN AVENUE,40.713574,-73.9120424,RETAIL,405.0,False
5408B flushing avenue,40.7148868,-73.913047,RETAIL,405.0,False
56-23 METROPOLITAN AVENUE,40.7131274,-73.9061236,RETAIL,405.0,False
55-55 58 STREET,40.7260461,-73.9118527,RETAIL,402.0,False
58-01 58 STREET,40.7205948,-73.9116038,RETAIL,405.0,False
59-49 MAURICE AVENUE,40.7268577,-73.9073057,RETAIL,405.0,False
60-01 55 DRIVE,40.7262037,-73.9063794,RETAIL,405.0,False
6617 Grand Avenue,40.7247257,-73.8983252,RETAIL,405.0,False
60-31 metropolitan ave,40.713005,-73.9040677,RETAIL,405.0,False
59-12 FRESH POND ROAD,40.718938,-73.9026775,RETAIL,405.0,False
62-05 60 LANE,40.7131573,-73.9024154,RETAIL,405.0,False
61-22 FRESH POND ROAD,40.7138591,-73.9014007,RETAIL,405.0,False
60-35 FRESH POND ROAD,40.7161563,-73.9012927,RETAIL,405.0,False
60-35 FRESH POND ROAD,40.7161563,-73.9012927,RETAIL,405.0,False
61-19 Fresh Pond Road,40.7140808,-73.9007475,RETAIL,405.0,False
61-65 METROPOLITAN AVENUE,40.7128803,-73.8995192,RETAIL,405.0,False
61-61 METROPOLITAN AVENUE,40.7128777,-73.8997032,RETAIL,405.0,False
63-27 METROPOLITAN AVENUE,40.7129285,-73.8981701,RETAIL,405.0,False
6610 GRAND AVENUE,40.7241217,-73.8981782,RETAIL,405.0,False
6610 GRAND AVENUE,40.7241217,-73.8981782,RETAIL,405.0,False
6610 GRAND AVENUE,40.7241217,-73.8981782,RETAIL,405.0,False
6550 GRAND AVE,40.7238258,-73.8987559,RETAIL,405.0,False
6552 GRAND AVE,40.7238997,-73.8986187,RETAIL,405.0,False
69-06 GRAND AVENUE,40.7259439,-73.8947444,RETAIL,405.0,False
69-06 GRAND AVENUE,40.7259439,-73.8947444,RETAIL,405.0,False
69-06 GRAND AVENUE,40.7259439,-73.8947444,RETAIL,405.0,False
69-06 GRAND AVENUE,40.7259439,-73.8947444,RETAIL,405.0,False
69-06 GRAND AVENUE,40.7259439,-73.8947444,RETAIL,405.0,False
69-48 GRAND AVENUE,40.7265414,-73.8938198,RETAIL,405.0,False
71-02 GRAND AVENUE,40.7276485,-73.8919527,RETAIL,405.0,False
73-40 GRAND AVENUE,40.7296243,-73.8886518,RETAIL,405.0,False
59-59 69 STREET,40.7218056,-73.8927379,RETAIL,405.0,False
59-59 69 STREET,40.7218056,-73.8927379,RETAIL,405.0,False
59-59 69 STREET,40.7218056,-73.8927379,RETAIL,405.0,False
69-05 ELIOT AVENUE,40.7198031,-73.8910419,RETAIL,405.0,False
72-01 Eliot Avenue,40.7219587,-73.8863521,RETAIL,405.0,False
86-08 QUEENS BOULEVARD,40.7362665,-73.8776891,RETAIL,404.0,False
86-10 QUEENS BOULEVARD,40.7362553,-73.8774726,RETAIL,404.0,False
86-46 QUEENS BOULEVARD,40.7355573,-73.8766801,RETAIL,404.0,False
86-48 QUEENS BOULEVARD,40.7354968,-73.8766008,RETAIL,404.0,False
86-50 QUEENS BOULEVARD,40.7354583,-73.8765504,RETAIL,404.0,False
87-13 55 AVENUE,40.7353817,-73.8767634,RETAIL,404.0,False
89-02 QUEENS BLVD,40.7343557,-73.8746833,RETAIL,404.0,False
89-04 QUEENS BLVD,40.7343557,-73.8746833,RETAIL,404.0,False
89-06/08 QUEENS BLVD,40.7343557,-73.8746833,RETAIL,404.0,False
89-10 QUEENS BLVD,40.7342841,-73.8745391,RETAIL,404.0,False
89-12 QUEENS BLVD,40.7342841,-73.8745391,RETAIL,404.0,False
85-10 GRAND AVE,40.7349146,-73.8815706,RETAIL,404.0,False
60-50 WOODHAVEN BOULEVARD,40.7305238,-73.8720169,RETAIL,406.0,False
80-02 GRAND AVENUE,40.7319258,-73.8844841,RETAIL,404.0,False
60-35 82nd Street,40.7261271,-73.8774227,RETAIL,405.0,False
82-01 Eliot Avenue,40.7261271,-73.8774227,RETAIL,405.0,False
82-03 Eliot Avenue,40.7261271,-73.8774227,RETAIL,405.0,False
8215 Eliot Avenue,40.7261271,-73.8774227,RETAIL,405.0,False
80-11 ELIOT AVENUE,40.7254233,-73.8789862,RETAIL,405.0,False
69-08 ELIOT AVENUE,40.7193829,-73.8907179,RETAIL,405.0,False
79-12 ELIOT AVENUE,40.7246689,-73.8793087,RETAIL,405.0,False
79-12 ELIOT AVENUE,40.7246689,-73.8793087,RETAIL,405.0,False
82-20B ELIOT AVE,40.7258575,-73.8768676,RETAIL,405.0,False
62-96 WOODHAVEN BLVD,40.724612,-73.86991,RETAIL,406.0,False
62-96 WOODHAVEN BLVD,40.724612,-73.86991,RETAIL,406.0,False
62-96 WOODHAVEN BLVD,40.724612,-73.86991,RETAIL,406.0,False
62-96 WOODHAVEN BLVD,40.724612,-73.86991,RETAIL,406.0,False
63-118 Woodhaven Blvd,40.7216226,-73.8671998,RETAIL,405.0,True
75-43 METROPOLITAN AVENUE,40.7133158,-73.8760683,RETAIL,405.0,False
74-27 metropolitan avenue,40.7131771,-73.8772698,RETAIL,405.0,False
74-27 metropolitan avenue,40.7131771,-73.8772698,RETAIL,405.0,False
74-29 metropolitan avenue,40.7131771,-73.8772698,RETAIL,405.0,False
79-09 METROPOLITAN AVENUE,40.7134426,-73.8740445,RETAIL,405.0,False
66-48 80 STREET,40.7149859,-73.8722127,RETAIL,405.0,False
92-40 QUEENS BOULEVARD,40.7319656,-73.8678647,RETAIL,406.0,False
92-40 QUEENS BOULEVARD,40.7319656,-73.8678647,RETAIL,406.0,False
95-36 QUEENS BOULEVARD,40.7300968,-73.8635315,RETAIL,406.0,False
95-40 Queens Boulevard,40.7300005,-73.8632647,RETAIL,406.0,False
95-42 Queens Boulevard,40.7300005,-73.8632647,RETAIL,406.0,False
95-11 63rd Drive,40.7298738,-73.862915,RETAIL,406.0,False
95-60 Queens Boulevard,40.7298738,-73.862915,RETAIL,406.0,False
94-15 63RD DRIVE,40.7291798,-73.8632916,RETAIL,406.0,False
95-02 63rd Drive,40.7293902,-73.8624433,RETAIL,406.0,False
95-14 63rd Drive,40.7296122,-73.8622011,RETAIL,406.0,False
96-14 Queens Boulevard,40.7296122,-73.8622011,RETAIL,406.0,False
96-16 Queens Boulevard,40.7296122,-73.8622011,RETAIL,406.0,False
96-18 QUEENS BOULEVARD,40.7294029,-73.8616279,RETAIL,406.0,False
96-18 QUEENS BOULEVARD,40.7294029,-73.8616279,RETAIL,406.0,False
96-42 Queens Boulevard,40.7291523,-73.8609393,RETAIL,406.0,False
96-56 Queens Boulevard,40.7291523,-73.8609393,RETAIL,406.0,False
96-58 Queens Boulevard,40.7291523,-73.8609393,RETAIL,406.0,False
96-64 Queens Boulevard,40.7291523,-73.8609393,RETAIL,406.0,False
96-70 Queens Boulevard,40.7291523,-73.8609393,RETAIL,406.0,False
63-73 Saunders St,40.7292993,-73.8621909,RETAIL,406.0,False
63-77 Saunders St,40.7292993,-73.8621909,RETAIL,406.0,False
63-75 Saunders Street,40.7292993,-73.8621909,RETAIL,406.0,False
94-06-10 63rd Drive,40.7287484,-73.8628523,RETAIL,406.0,False
94-04 63rd Drive,40.7287484,-73.8628523,RETAIL,406.0,False
94-02A 63rd Drive,40.7287484,-73.8628523,RETAIL,406.0,False
94-02 63rd Drive,40.7287484,-73.8628523,RETAIL,406.0,False
94-20 63rd Drive,40.7289979,-73.8626931,RETAIL,406.0,False
9702 Queens Blvd,40.7288081,-73.8600055,RETAIL,406.0,False
9706 Queens Blvd,40.7288081,-73.8600055,RETAIL,406.0,False
92-02 63 DRIVE,40.7274703,-73.8636776,RETAIL,406.0,False
61-01 Woodhaven Blvd,40.7286889,-73.8707504,RETAIL,406.0,False
91-01 63RD DRIVE,40.7265167,-73.8650181,RETAIL,406.0,False
91-12 63 Drive,40.7264199,-73.8643797,RETAIL,406.0,False
63-52 Alderton St,40.7260833,-73.8653004,RETAIL,406.0,False
